Curso de ingreso;Comunidad autónoma;Sexo;Años desde el ingreso;Situación educativa;Total
2021-2022;TOTAL;AMBOS SEXOS;2º año;TOTAL;100,0
2021-2022;TOTAL;AMBOS SEXOS;2º año;Terminan años anteriores;.
2021-2022;TOTAL;AMBOS SEXOS;2º año;Matriculado mismo ciclo;76,6
2021-2022;TOTAL;AMBOS SEXOS;2º año;Matriculados otro ciclo;6,0
2021-2022;TOTAL;AMBOS SEXOS;2º año;Bachillerato;0,9
2021-2022;TOTAL;AMBOS SEXOS;2º año;Otras Enseñanzas;0,7
2021-2022;TOTAL;AMBOS SEXOS;2º año;Sin Matricula;15,8
2021-2022;TOTAL;AMBOS SEXOS;3er año;TOTAL;100,0
2021-2022;TOTAL;AMBOS SEXOS;3er año;Terminan años anteriores;52,0
2021-2022;TOTAL;AMBOS SEXOS;3er año;Matriculado mismo ciclo;17,2
2021-2022;TOTAL;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,5
2021-2022;TOTAL;AMBOS SEXOS;3er año;Bachillerato;0,8
2021-2022;TOTAL;AMBOS SEXOS;3er año;Otras Enseñanzas;1,4
2021-2022;TOTAL;AMBOS SEXOS;3er año;Sin Matricula;22,1
2021-2022;TOTAL;AMBOS SEXOS;4º año;TOTAL;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Terminan años anteriores;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Matriculados otro ciclo;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Bachillerato;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Otras Enseñanzas;..
2021-2022;TOTAL;AMBOS SEXOS;4º año;Sin Matricula;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;TOTAL;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Terminan años anteriores;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Bachillerato;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2021-2022;TOTAL;AMBOS SEXOS;5º año;Sin Matricula;..
2021-2022;TOTAL;Hombres;2º año;TOTAL;100,0
2021-2022;TOTAL;Hombres;2º año;Terminan años anteriores;.
2021-2022;TOTAL;Hombres;2º año;Matriculado mismo ciclo;74,0
2021-2022;TOTAL;Hombres;2º año;Matriculados otro ciclo;7,4
2021-2022;TOTAL;Hombres;2º año;Bachillerato;0,9
2021-2022;TOTAL;Hombres;2º año;Otras Enseñanzas;0,7
2021-2022;TOTAL;Hombres;2º año;Sin Matricula;17,0
2021-2022;TOTAL;Hombres;3er año;TOTAL;100,0
2021-2022;TOTAL;Hombres;3er año;Terminan años anteriores;46,3
2021-2022;TOTAL;Hombres;3er año;Matriculado mismo ciclo;19,4
2021-2022;TOTAL;Hombres;3er año;Matriculados otro ciclo;7,8
2021-2022;TOTAL;Hombres;3er año;Bachillerato;0,9
2021-2022;TOTAL;Hombres;3er año;Otras Enseñanzas;1,4
2021-2022;TOTAL;Hombres;3er año;Sin Matricula;24,3
2021-2022;TOTAL;Hombres;4º año;TOTAL;..
2021-2022;TOTAL;Hombres;4º año;Terminan años anteriores;..
2021-2022;TOTAL;Hombres;4º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;Hombres;4º año;Matriculados otro ciclo;..
2021-2022;TOTAL;Hombres;4º año;Bachillerato;..
2021-2022;TOTAL;Hombres;4º año;Otras Enseñanzas;..
2021-2022;TOTAL;Hombres;4º año;Sin Matricula;..
2021-2022;TOTAL;Hombres;5º año;TOTAL;..
2021-2022;TOTAL;Hombres;5º año;Terminan años anteriores;..
2021-2022;TOTAL;Hombres;5º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;Hombres;5º año;Matriculados otro ciclo;..
2021-2022;TOTAL;Hombres;5º año;Bachillerato;..
2021-2022;TOTAL;Hombres;5º año;Otras Enseñanzas;..
2021-2022;TOTAL;Hombres;5º año;Sin Matricula;..
2021-2022;TOTAL;Mujeres;2º año;TOTAL;100,0
2021-2022;TOTAL;Mujeres;2º año;Terminan años anteriores;.
2021-2022;TOTAL;Mujeres;2º año;Matriculado mismo ciclo;80,2
2021-2022;TOTAL;Mujeres;2º año;Matriculados otro ciclo;4,1
2021-2022;TOTAL;Mujeres;2º año;Bachillerato;0,9
2021-2022;TOTAL;Mujeres;2º año;Otras Enseñanzas;0,7
2021-2022;TOTAL;Mujeres;2º año;Sin Matricula;14,2
2021-2022;TOTAL;Mujeres;3er año;TOTAL;100,0
2021-2022;TOTAL;Mujeres;3er año;Terminan años anteriores;59,6
2021-2022;TOTAL;Mujeres;3er año;Matriculado mismo ciclo;14,3
2021-2022;TOTAL;Mujeres;3er año;Matriculados otro ciclo;4,9
2021-2022;TOTAL;Mujeres;3er año;Bachillerato;0,7
2021-2022;TOTAL;Mujeres;3er año;Otras Enseñanzas;1,4
2021-2022;TOTAL;Mujeres;3er año;Sin Matricula;19,1
2021-2022;TOTAL;Mujeres;4º año;TOTAL;..
2021-2022;TOTAL;Mujeres;4º año;Terminan años anteriores;..
2021-2022;TOTAL;Mujeres;4º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;Mujeres;4º año;Matriculados otro ciclo;..
2021-2022;TOTAL;Mujeres;4º año;Bachillerato;..
2021-2022;TOTAL;Mujeres;4º año;Otras Enseñanzas;..
2021-2022;TOTAL;Mujeres;4º año;Sin Matricula;..
2021-2022;TOTAL;Mujeres;5º año;TOTAL;..
2021-2022;TOTAL;Mujeres;5º año;Terminan años anteriores;..
2021-2022;TOTAL;Mujeres;5º año;Matriculado mismo ciclo;..
2021-2022;TOTAL;Mujeres;5º año;Matriculados otro ciclo;..
2021-2022;TOTAL;Mujeres;5º año;Bachillerato;..
2021-2022;TOTAL;Mujeres;5º año;Otras Enseñanzas;..
2021-2022;TOTAL;Mujeres;5º año;Sin Matricula;..
2021-2022;Andalucía;AMBOS SEXOS;2º año;TOTAL;100,0
2021-2022;Andalucía;AMBOS SEXOS;2º año;Terminan años anteriores;.
2021-2022;Andalucía;AMBOS SEXOS;2º año;Matriculado mismo ciclo;80,1
2021-2022;Andalucía;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,0
2021-2022;Andalucía;AMBOS SEXOS;2º año;Bachillerato;1,1
2021-2022;Andalucía;AMBOS SEXOS;2º año;Otras Enseñanzas;0,5
2021-2022;Andalucía;AMBOS SEXOS;2º año;Sin Matricula;13,4
2021-2022;Andalucía;AMBOS SEXOS;3er año;TOTAL;100,0
2021-2022;Andalucía;AMBOS SEXOS;3er año;Terminan años anteriores;53,5
2021-2022;Andalucía;AMBOS SEXOS;3er año;Matriculado mismo ciclo;20,1
2021-2022;Andalucía;AMBOS SEXOS;3er año;Matriculados otro ciclo;5,4
2021-2022;Andalucía;AMBOS SEXOS;3er año;Bachillerato;1,1
2021-2022;Andalucía;AMBOS SEXOS;3er año;Otras Enseñanzas;0,5
2021-2022;Andalucía;AMBOS SEXOS;3er año;Sin Matricula;19,3
2021-2022;Andalucía;AMBOS SEXOS;4º año;TOTAL;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Terminan años anteriores;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Matriculados otro ciclo;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Bachillerato;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Otras Enseñanzas;..
2021-2022;Andalucía;AMBOS SEXOS;4º año;Sin Matricula;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;TOTAL;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Terminan años anteriores;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Bachillerato;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2021-2022;Andalucía;AMBOS SEXOS;5º año;Sin Matricula;..
2021-2022;Andalucía;Hombres;2º año;TOTAL;100,0
2021-2022;Andalucía;Hombres;2º año;Terminan años anteriores;.
2021-2022;Andalucía;Hombres;2º año;Matriculado mismo ciclo;77,4
2021-2022;Andalucía;Hombres;2º año;Matriculados otro ciclo;6,2
2021-2022;Andalucía;Hombres;2º año;Bachillerato;1,1
2021-2022;Andalucía;Hombres;2º año;Otras Enseñanzas;0,5
2021-2022;Andalucía;Hombres;2º año;Sin Matricula;14,8
2021-2022;Andalucía;Hombres;3er año;TOTAL;100,0
2021-2022;Andalucía;Hombres;3er año;Terminan años anteriores;47,5
2021-2022;Andalucía;Hombres;3er año;Matriculado mismo ciclo;22,5
2021-2022;Andalucía;Hombres;3er año;Matriculados otro ciclo;6,6
2021-2022;Andalucía;Hombres;3er año;Bachillerato;1,3
2021-2022;Andalucía;Hombres;3er año;Otras Enseñanzas;0,5
2021-2022;Andalucía;Hombres;3er año;Sin Matricula;21,7
2021-2022;Andalucía;Hombres;4º año;TOTAL;..
2021-2022;Andalucía;Hombres;4º año;Terminan años anteriores;..
2021-2022;Andalucía;Hombres;4º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;Hombres;4º año;Matriculados otro ciclo;..
2021-2022;Andalucía;Hombres;4º año;Bachillerato;..
2021-2022;Andalucía;Hombres;4º año;Otras Enseñanzas;..
2021-2022;Andalucía;Hombres;4º año;Sin Matricula;..
2021-2022;Andalucía;Hombres;5º año;TOTAL;..
2021-2022;Andalucía;Hombres;5º año;Terminan años anteriores;..
2021-2022;Andalucía;Hombres;5º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;Hombres;5º año;Matriculados otro ciclo;..
2021-2022;Andalucía;Hombres;5º año;Bachillerato;..
2021-2022;Andalucía;Hombres;5º año;Otras Enseñanzas;..
2021-2022;Andalucía;Hombres;5º año;Sin Matricula;..
2021-2022;Andalucía;Mujeres;2º año;TOTAL;100,0
2021-2022;Andalucía;Mujeres;2º año;Terminan años anteriores;.
2021-2022;Andalucía;Mujeres;2º año;Matriculado mismo ciclo;83,5
2021-2022;Andalucía;Mujeres;2º año;Matriculados otro ciclo;3,3
2021-2022;Andalucía;Mujeres;2º año;Bachillerato;1,0
2021-2022;Andalucía;Mujeres;2º año;Otras Enseñanzas;0,5
2021-2022;Andalucía;Mujeres;2º año;Sin Matricula;11,7
2021-2022;Andalucía;Mujeres;3er año;TOTAL;100,0
2021-2022;Andalucía;Mujeres;3er año;Terminan años anteriores;61,2
2021-2022;Andalucía;Mujeres;3er año;Matriculado mismo ciclo;17,1
2021-2022;Andalucía;Mujeres;3er año;Matriculados otro ciclo;4,0
2021-2022;Andalucía;Mujeres;3er año;Bachillerato;0,9
2021-2022;Andalucía;Mujeres;3er año;Otras Enseñanzas;0,6
2021-2022;Andalucía;Mujeres;3er año;Sin Matricula;16,2
2021-2022;Andalucía;Mujeres;4º año;TOTAL;..
2021-2022;Andalucía;Mujeres;4º año;Terminan años anteriores;..
2021-2022;Andalucía;Mujeres;4º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;Mujeres;4º año;Matriculados otro ciclo;..
2021-2022;Andalucía;Mujeres;4º año;Bachillerato;..
2021-2022;Andalucía;Mujeres;4º año;Otras Enseñanzas;..
2021-2022;Andalucía;Mujeres;4º año;Sin Matricula;..
2021-2022;Andalucía;Mujeres;5º año;TOTAL;..
2021-2022;Andalucía;Mujeres;5º año;Terminan años anteriores;..
2021-2022;Andalucía;Mujeres;5º año;Matriculado mismo ciclo;..
2021-2022;Andalucía;Mujeres;5º año;Matriculados otro ciclo;..
2021-2022;Andalucía;Mujeres;5º año;Bachillerato;..
2021-2022;Andalucía;Mujeres;5º año;Otras Enseñanzas;..
2021-2022;Andalucía;Mujeres;5º año;Sin Matricula;..
2021-2022;Aragón;AMBOS SEXOS;2º año;TOTAL;100,0
2021-2022;Aragón;AMBOS SEXOS;2º año;Terminan años anteriores;.
2021-2022;Aragón;AMBOS SEXOS;2º año;Matriculado mismo ciclo;77,2
2021-2022;Aragón;AMBOS SEXOS;2º año;Matriculados otro ciclo;5,6
2021-2022;Aragón;AMBOS SEXOS;2º año;Bachillerato;0,6
2021-2022;Aragón;AMBOS SEXOS;2º año;Otras Enseñanzas;0,2
2021-2022;Aragón;AMBOS SEXOS;2º año;Sin Matricula;16,3
2021-2022;Aragón;AMBOS SEXOS;3er año;TOTAL;100,0
2021-2022;Aragón;AMBOS SEXOS;3er año;Terminan años anteriores;50,5
2021-2022;Aragón;AMBOS SEXOS;3er año;Matriculado mismo ciclo;16,1
2021-2022;Aragón;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,1
2021-2022;Aragón;AMBOS SEXOS;3er año;Bachillerato;0,5
2021-2022;Aragón;AMBOS SEXOS;3er año;Otras Enseñanzas;1,7
2021-2022;Aragón;AMBOS SEXOS;3er año;Sin Matricula;25,1
2021-2022;Aragón;AMBOS SEXOS;4º año;TOTAL;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Terminan años anteriores;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Matriculado mismo ciclo;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Matriculados otro ciclo;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Bachillerato;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Otras Enseñanzas;..
2021-2022;Aragón;AMBOS SEXOS;4º año;Sin Matricula;..
2021-2022;Aragón;AMBOS SEXOS;5º año;TOTAL;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Terminan años anteriores;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Bachillerato;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2021-2022;Aragón;AMBOS SEXOS;5º año;Sin Matricula;..
2021-2022;Aragón;Hombres;2º año;TOTAL;100,0
2021-2022;Aragón;Hombres;2º año;Terminan años anteriores;.
2021-2022;Aragón;Hombres;2º año;Matriculado mismo ciclo;75,3
2021-2022;Aragón;Hombres;2º año;Matriculados otro ciclo;6,7
2021-2022;Aragón;Hombres;2º año;Bachillerato;0,6
2021-2022;Aragón;Hombres;2º año;Otras Enseñanzas;0,3
2021-2022;Aragón;Hombres;2º año;Sin Matricula;17,1
2021-2022;Aragón;Hombres;3er año;TOTAL;100,0
2021-2022;Aragón;Hombres;3er año;Terminan años anteriores;46,6
2021-2022;Aragón;Hombres;3er año;Matriculado mismo ciclo;16,4
2021-2022;Aragón;Hombres;3er año;Matriculados otro ciclo;6,9
2021-2022;Aragón;Hombres;3er año;Bachillerato;0,5
2021-2022;Aragón;Hombres;3er año;Otras Enseñanzas;2,1
2021-2022;Aragón;Hombres;3er año;Sin Matricula;27,6
2021-2022;Aragón;Hombres;4º año;TOTAL;..
2021-2022;Aragón;Hombres;4º año;Terminan años anteriores;..
2021-2022;Aragón;Hombres;4º año;Matriculado mismo ciclo;..
2021-2022;Aragón;Hombres;4º año;Matriculados otro ciclo;..
2021-2022;Aragón;Hombres;4º año;Bachillerato;..
2021-2022;Aragón;Hombres;4º año;Otras Enseñanzas;..
2021-2022;Aragón;Hombres;4º año;Sin Matricula;..
2021-2022;Aragón;Hombres;5º año;TOTAL;..
2021-2022;Aragón;Hombres;5º año;Terminan años anteriores;..
2021-2022;Aragón;Hombres;5º año;Matriculado mismo ciclo;..
2021-2022;Aragón;Hombres;5º año;Matriculados otro ciclo;..
2021-2022;Aragón;Hombres;5º año;Bachillerato;..
2021-2022;Aragón;Hombres;5º año;Otras Enseñanzas;..
2021-2022;Aragón;Hombres;5º año;Sin Matricula;..
2021-2022;Aragón;Mujeres;2º año;TOTAL;100,0
2021-2022;Aragón;Mujeres;2º año;Terminan años anteriores;.
2021-2022;Aragón;Mujeres;2º año;Matriculado mismo ciclo;80,1
2021-2022;Aragón;Mujeres;2º año;Matriculados otro ciclo;3,9
2021-2022;Aragón;Mujeres;2º año;Bachillerato;0,6
2021-2022;Aragón;Mujeres;2º año;Otras Enseñanzas;0,2
2021-2022;Aragón;Mujeres;2º año;Sin Matricula;15,2
2021-2022;Aragón;Mujeres;3er año;TOTAL;100,0
2021-2022;Aragón;Mujeres;3er año;Terminan años anteriores;56,3
2021-2022;Aragón;Mujeres;3er año;Matriculado mismo ciclo;15,6
2021-2022;Aragón;Mujeres;3er año;Matriculados otro ciclo;5,0
2021-2022;Aragón;Mujeres;3er año;Bachillerato;0,6
2021-2022;Aragón;Mujeres;3er año;Otras Enseñanzas;1,0
2021-2022;Aragón;Mujeres;3er año;Sin Matricula;21,4
2021-2022;Aragón;Mujeres;4º año;TOTAL;..
2021-2022;Aragón;Mujeres;4º año;Terminan años anteriores;..
2021-2022;Aragón;Mujeres;4º año;Matriculado mismo ciclo;..
2021-2022;Aragón;Mujeres;4º año;Matriculados otro ciclo;..
2021-2022;Aragón;Mujeres;4º año;Bachillerato;..
2021-2022;Aragón;Mujeres;4º año;Otras Enseñanzas;..
2021-2022;Aragón;Mujeres;4º año;Sin Matricula;..
2021-2022;Aragón;Mujeres;5º año;TOTAL;..
2021-2022;Aragón;Mujeres;5º año;Terminan años anteriores;..
2021-2022;Aragón;Mujeres;5º año;Matriculado mismo ciclo;..
2021-2022;Aragón;Mujeres;5º año;Matriculados otro ciclo;..
2021-2022;Aragón;Mujeres;5º año;Bachillerato;..
2021-2022;Aragón;Mujeres;5º año;Otras Enseñanzas;..
2021-2022;Aragón;Mujeres;5º año;Sin Matricula;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;TOTAL;100,0
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Terminan años anteriores;.
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Matriculado mismo ciclo;73,2
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Matriculados otro ciclo;6,1
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Bachillerato;1,1
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Otras Enseñanzas;1,4
2021-2022;Asturias, Principado de;AMBOS SEXOS;2º año;Sin Matricula;18,2
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;TOTAL;100,0
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Terminan años anteriores;47,1
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Matriculado mismo ciclo;17,5
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Matriculados otro ciclo;6,8
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Bachillerato;1,1
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Otras Enseñanzas;1,9
2021-2022;Asturias, Principado de;AMBOS SEXOS;3er año;Sin Matricula;25,6
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;TOTAL;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Bachillerato;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Otras Enseñanzas;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;4º año;Sin Matricula;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;TOTAL;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Bachillerato;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Otras Enseñanzas;..
2021-2022;Asturias, Principado de;AMBOS SEXOS;5º año;Sin Matricula;..
2021-2022;Asturias, Principado de;Hombres;2º año;TOTAL;100,0
2021-2022;Asturias, Principado de;Hombres;2º año;Terminan años anteriores;.
2021-2022;Asturias, Principado de;Hombres;2º año;Matriculado mismo ciclo;69,9
2021-2022;Asturias, Principado de;Hombres;2º año;Matriculados otro ciclo;7,9
2021-2022;Asturias, Principado de;Hombres;2º año;Bachillerato;0,8
2021-2022;Asturias, Principado de;Hombres;2º año;Otras Enseñanzas;1,3
2021-2022;Asturias, Principado de;Hombres;2º año;Sin Matricula;20,0
2021-2022;Asturias, Principado de;Hombres;3er año;TOTAL;100,0
2021-2022;Asturias, Principado de;Hombres;3er año;Terminan años anteriores;38,8
2021-2022;Asturias, Principado de;Hombres;3er año;Matriculado mismo ciclo;21,7
2021-2022;Asturias, Principado de;Hombres;3er año;Matriculados otro ciclo;8,6
2021-2022;Asturias, Principado de;Hombres;3er año;Bachillerato;0,7
2021-2022;Asturias, Principado de;Hombres;3er año;Otras Enseñanzas;2,0
2021-2022;Asturias, Principado de;Hombres;3er año;Sin Matricula;28,2
2021-2022;Asturias, Principado de;Hombres;4º año;TOTAL;..
2021-2022;Asturias, Principado de;Hombres;4º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;Hombres;4º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;Hombres;4º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;Hombres;4º año;Bachillerato;..
2021-2022;Asturias, Principado de;Hombres;4º año;Otras Enseñanzas;..
2021-2022;Asturias, Principado de;Hombres;4º año;Sin Matricula;..
2021-2022;Asturias, Principado de;Hombres;5º año;TOTAL;..
2021-2022;Asturias, Principado de;Hombres;5º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;Hombres;5º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;Hombres;5º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;Hombres;5º año;Bachillerato;..
2021-2022;Asturias, Principado de;Hombres;5º año;Otras Enseñanzas;..
2021-2022;Asturias, Principado de;Hombres;5º año;Sin Matricula;..
2021-2022;Asturias, Principado de;Mujeres;2º año;TOTAL;100,0
2021-2022;Asturias, Principado de;Mujeres;2º año;Terminan años anteriores;.
2021-2022;Asturias, Principado de;Mujeres;2º año;Matriculado mismo ciclo;77,3
2021-2022;Asturias, Principado de;Mujeres;2º año;Matriculados otro ciclo;3,9
2021-2022;Asturias, Principado de;Mujeres;2º año;Bachillerato;1,6
2021-2022;Asturias, Principado de;Mujeres;2º año;Otras Enseñanzas;1,4
2021-2022;Asturias, Principado de;Mujeres;2º año;Sin Matricula;15,9
2021-2022;Asturias, Principado de;Mujeres;3er año;TOTAL;100,0
2021-2022;Asturias, Principado de;Mujeres;3er año;Terminan años anteriores;57,5
2021-2022;Asturias, Principado de;Mujeres;3er año;Matriculado mismo ciclo;12,2
2021-2022;Asturias, Principado de;Mujeres;3er año;Matriculados otro ciclo;4,6
2021-2022;Asturias, Principado de;Mujeres;3er año;Bachillerato;1,5
2021-2022;Asturias, Principado de;Mujeres;3er año;Otras Enseñanzas;1,8
2021-2022;Asturias, Principado de;Mujeres;3er año;Sin Matricula;22,4
2021-2022;Asturias, Principado de;Mujeres;4º año;TOTAL;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Bachillerato;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Otras Enseñanzas;..
2021-2022;Asturias, Principado de;Mujeres;4º año;Sin Matricula;..
2021-2022;Asturias, Principado de;Mujeres;5º año;TOTAL;..
2021-2022;Asturias, Principado de;Mujeres;5º año;Terminan años anteriores;..
2021-2022;Asturias, Principado de;Mujeres;5º año;Matriculado mismo ciclo;..
2021-2022;Asturias, Principado de;Mujeres;5º año;Matriculados otro ciclo;..
2021-2022;Asturias, Principado de;Mujeres;5º año;Bachillerato;..
2021-2022;Asturias, Principado de;Mujeres;5º año;Otras Enseñanzas;..
